frame,mame_signature,native_signature,course_index,course_state,course_offset,activation_8_8,match
1941,large[26d0 x=4a80],large[26d0 x=4a80],06,e4,5e,3100,1
1942,large[26d0 x=4880],large[26d0 x=4880],06,e4,5e,2f00,1
1943,large[26d0 x=4680],large[26d0 x=4680],06,e4,5e,2d00,1
1944,large[26d0 x=4480],large[26d0 x=4480],06,e4,5e,2b00,1
1945,large[26d0 x=4280],large[26d0 x=4280],06,e4,5e,2900,1
1946,large[26d0 x=4080],large[26d0 x=4080],06,e4,5e,2700,1
1947,large[26d0 x=3e80],large[26d0 x=3e80],06,e4,5e,2500,1
1948,large[26d0 x=3c80],large[26d0 x=3c80],06,e4,5e,2300,1
1949,large[26d0 x=3a80],large[26d0 x=3a80],06,e4,5e,2100,1
1950,large[26d0 x=3880],large[26d0 x=3880],06,e4,5e,1f00,1
1951,large[26d0 x=3680],large[26d0 x=3680],06,e4,5e,1d00,1
1952,large[26d0 x=3480],large[26d0 x=3480],06,e4,5e,1b00,1
1953,large[26d0 x=3280],large[26d0 x=3280],06,e4,5e,1900,1
1954,large[26d0 x=3080],large[26d0 x=3080],06,e4,5e,1700,1
1955,large[26d0 x=2e80],large[26d0 x=2e80],06,e4,5e,1500,1
1956,large[26d0 x=2c80],large[26d0 x=2c80],06,e4,5e,1300,1
1957,large[26d0 x=2a80],large[26d0 x=2a80],06,e4,5e,1100,1
1958,large[26d0 x=2880],large[26d0 x=2880],06,e4,5e,0f00,1
1959,large[26d0 x=2680],large[26d0 x=2680],06,e4,5e,0d00,1
1960,large[26d0 x=2480],large[26d0 x=2480],06,e4,5e,0b00,1
1961,large[26d0 x=2280],large[26d0 x=2280],06,e4,5e,0900,1
1962,large[26d0 x=2080],large[26d0 x=2080],06,e4,5e,0700,1
1963,large[26d0 x=1e80],large[26d0 x=1e80],06,e4,5e,0500,1
1964,large[26d0 x=1c80],large[26d0 x=1c80],06,e4,5e,0300,1
1965,large[26d0 x=1a80],large[26d0 x=1a80],06,e4,5e,0100,1
1966,large[26d0 x=1880] small[2760 x=fd80],large[26d0 x=1880] small[2760 x=fd80],07,e6,5e,e600,1
1967,large[26d0 x=1680] small[2760 x=fb80],large[26d0 x=1680] small[2760 x=fb80],07,e6,5e,e400,1
1968,large[26d0 x=1480] small[2760 x=f980],large[26d0 x=1480] small[2760 x=f980],07,e6,5e,e200,1
1969,large[26d0 x=1280] small[2760 x=f780],large[26d0 x=1280] small[2760 x=f780],07,e6,5e,e000,1
1970,large[26d0 x=1080] small[2760 x=f580],large[26d0 x=1080] small[2760 x=f580],07,e6,5e,de00,1
1971,large[26d0 x=0e80] small[2760 x=f380],large[26d0 x=0e80] small[2760 x=f380],07,e6,5e,dc00,1
1972,large[26d0 x=0c80] small[2760 x=f180],large[26d0 x=0c80] small[2760 x=f180],07,e6,5e,da00,1
1973,large[26d0 x=0a80] small[2760 x=ef80],large[26d0 x=0a80] small[2760 x=ef80],07,e6,5e,d800,1
1974,large[26d0 x=0880] small[2760 x=ed80],large[26d0 x=0880] small[2760 x=ed80],07,e6,5e,d600,1
1975,large[26d0 x=0680] small[2760 x=eb80],large[26d0 x=0680] small[2760 x=eb80],07,e6,5e,d400,1
1976,large[26d0 x=0480] small[2760 x=e980],large[26d0 x=0480] small[2760 x=e980],07,e6,5e,d200,1
1977,large[26d0 x=0280] small[2760 x=e780],large[26d0 x=0280] small[2760 x=e780],07,e6,5e,d000,1
1978,large[26d0 x=0080] small[2760 x=e580],large[26d0 x=0080] small[2760 x=e580],07,e6,5e,ce00,1
1979,small[2760 x=e380],small[2760 x=e380],07,e6,5e,cc00,1
1980,small[2760 x=e180],small[2760 x=e180],07,e6,5e,ca00,1
1981,small[2760 x=df80],small[2760 x=df80],07,e6,5e,c800,1
1982,small[2760 x=dd80],small[2760 x=dd80],07,e6,5e,c600,1
1983,small[2760 x=db80],small[2760 x=db80],07,e6,5e,c400,1
1984,small[2760 x=d980],small[2760 x=d980],07,e6,5e,c200,1
1985,small[2760 x=d780],small[2760 x=d780],07,e6,5e,c000,1
1986,small[2760 x=d580],small[2760 x=d580],07,e6,5e,be00,1
1987,small[2760 x=d380],small[2760 x=d380],07,e6,5e,bc00,1
1988,small[2760 x=d180],small[2760 x=d180],07,e6,5e,ba00,1
1989,small[2760 x=cf80],small[2760 x=cf80],07,e6,5e,b800,1
1990,small[2760 x=cd80],small[2760 x=cd80],07,e6,5e,b600,1
1991,small[2760 x=cb80],small[2760 x=cb80],07,e6,5e,b400,1
1992,small[2760 x=c980],small[2760 x=c980],07,e6,5e,b200,1
1993,small[2760 x=c780],small[2760 x=c780],07,e6,5e,b000,1
1994,small[2760 x=c580],small[2760 x=c580],07,e6,5e,ae00,1
1995,small[2760 x=c380],small[2760 x=c380],07,e6,5e,ac00,1
1996,small[2760 x=c180],small[2760 x=c180],07,e6,5e,aa00,1
1997,small[2760 x=bf80],small[2760 x=bf80],07,e6,5e,a800,1
1998,small[2760 x=bd80],small[2760 x=bd80],07,e6,5e,a600,1
1999,small[2760 x=bb80],small[2760 x=bb80],07,e6,5e,a400,1
2000,small[2760 x=b980],small[2760 x=b980],07,e6,5e,a200,1
2001,small[2760 x=b780],small[2760 x=b780],07,e6,5e,a000,1
2002,small[2760 x=b580],small[2760 x=b580],07,e6,5e,9e00,1
2003,small[2760 x=b380],small[2760 x=b380],07,e6,5e,9c00,1
2004,small[2760 x=b180],small[2760 x=b180],07,e6,5e,9a00,1
2005,small[2760 x=af80],small[2760 x=af80],07,e6,5e,9800,1
2006,small[2760 x=ad80],small[2760 x=ad80],07,e6,5e,9600,1
2007,small[2760 x=ab80],small[2760 x=ab80],07,e6,5e,9400,1
2008,small[2760 x=a980],small[2760 x=a980],07,e6,5e,9200,1
2009,small[2760 x=a780],small[2760 x=a780],07,e6,5e,9000,1
2010,small[2760 x=a580],small[2760 x=a580],07,e6,5e,8e00,1
2011,small[2760 x=a380],small[2760 x=a380],07,e6,5e,8c00,1
2012,small[2760 x=a180],small[2760 x=a180],07,e6,5e,8a00,1
2013,small[2760 x=9f80],small[2760 x=9f80],07,e6,5e,8800,1
2014,small[2760 x=9d80],small[2760 x=9d80],07,e6,5e,8600,1
2015,small[2760 x=9b80],small[2760 x=9b80],07,e6,5e,8400,1
2016,small[2760 x=9980],small[2760 x=9980],07,e6,5e,8200,1
2017,small[2760 x=9780],small[2760 x=9780],07,e6,5e,8000,1
2018,small[2760 x=9580],small[2760 x=9580],07,e6,5e,7e00,1
2019,small[2760 x=9380],small[2760 x=9380],07,e6,5e,7c00,1
2020,small[2760 x=9180],small[2760 x=9180],07,e6,5e,7a00,1
2021,small[2760 x=8f80],small[2760 x=8f80],07,e6,5e,7800,1
2022,small[2760 x=8d80],small[2760 x=8d80],07,e6,5e,7600,1
2023,small[2760 x=8b80],small[2760 x=8b80],07,e6,5e,7400,1
2024,small[2760 x=8980],small[2760 x=8980],07,e6,5e,7200,1
2025,small[2760 x=8780],small[2760 x=8780],07,e6,5e,7000,1
2026,small[2760 x=8580],small[2760 x=8580],07,e6,5e,6e00,1
2027,small[2760 x=8380],small[2760 x=8380],07,e6,5e,6c00,1
2028,small[2760 x=8180],small[2760 x=8180],07,e6,5e,6a00,1
2029,small[2760 x=7f80],small[2760 x=7f80],07,e6,5e,6800,1
2030,small[2760 x=7d80],small[2760 x=7d80],07,e6,5e,6600,1
2031,small[2760 x=7b80],small[2760 x=7b80],07,e6,5e,6400,1
2032,small[2760 x=7980],small[2760 x=7980],07,e6,5e,6200,1
2033,small[2760 x=7900],small[2760 x=7900],07,e6,5e,6180,1
2034,small[2760 x=7880],small[2760 x=7880],07,e6,5e,6100,1
2035,small[2760 x=7800],small[2760 x=7800],07,e6,5e,6080,1
2036,small[2760 x=78b0],small[2760 x=78b0],07,e6,5e,6130,1
2037,small[2760 x=7960],small[2760 x=7960],07,e6,5e,61e0,1
2038,small[2760 x=7a10],small[2760 x=7a10],07,e6,5e,6290,1
2039,small[2760 x=7ac0],small[2760 x=7ac0],07,e6,5e,6340,1
2040,small[2760 x=7b70],small[2760 x=7b70],07,e6,5e,63f0,1
2041,small[2760 x=7c20],small[2760 x=7c20],07,e6,5e,64a0,1
2042,small[2760 x=7cd0],small[2760 x=7cd0],07,e6,5e,6550,1
2043,small[2760 x=7d80],small[2760 x=7d80],07,e6,5e,6600,1
2044,small[2760 x=7e30],small[2760 x=7e30],07,e6,5e,66b0,1
2045,small[2760 x=7ee0],small[2760 x=7ee0],07,e6,5e,6760,1
2046,small[2760 x=7f90],small[2760 x=7f90],07,e6,5e,6810,1
2047,small[2760 x=8040],small[2760 x=8040],07,e6,5e,68c0,1
2048,small[2760 x=80f0],small[2760 x=80f0],07,e6,5e,6970,1
2049,small[2760 x=81a0],small[2760 x=81a0],07,e6,5e,6a20,1
2050,small[2760 x=8250],small[2760 x=8250],07,e6,5e,6ad0,1
2051,small[2760 x=8300],small[2760 x=8300],07,e6,5e,6b80,1
2052,small[2760 x=83b0],small[2760 x=83b0],07,e6,5e,6c30,1
2053,small[2760 x=8460],small[2760 x=8460],07,e6,5e,6ce0,1
2054,small[2760 x=8510],small[2760 x=8510],07,e6,5e,6d90,1
2055,small[2760 x=85c0],small[2760 x=85c0],07,e6,5e,6e40,1
2056,small[2760 x=8670],small[2760 x=8670],07,e6,5e,6ef0,1
2057,small[2760 x=8720],small[2760 x=8720],07,e6,5e,6fa0,1
2058,small[2760 x=87d0],small[2760 x=87d0],07,e6,5e,7050,1
2059,small[2760 x=8880],small[2760 x=8880],07,e6,5e,7100,1
2060,small[2760 x=8800],small[2760 x=8800],07,e6,5e,7080,1
2061,small[2760 x=8780],small[2760 x=8780],07,e6,5e,7000,1
2062,small[2760 x=8700],small[2760 x=8700],07,e6,5e,6f80,1
2063,small[2760 x=8680],small[2760 x=8680],07,e6,5e,6f00,1
2064,small[2760 x=8480],small[2760 x=8480],07,e6,5e,6d00,1
2065,small[2760 x=8280],small[2760 x=8280],07,e6,5e,6b00,1
2066,small[2760 x=8080],small[2760 x=8080],07,e6,5e,6900,1
2067,small[2760 x=7e80],small[2760 x=7e80],07,e6,5e,6700,1
2068,small[2760 x=7c80],small[2760 x=7c80],07,e6,5e,6500,1
2069,small[2760 x=7a80],small[2760 x=7a80],07,e6,5e,6300,1
2070,small[2760 x=7880],small[2760 x=7880],07,e6,5e,6100,1
2071,small[2760 x=7680],small[2760 x=7680],07,e6,5e,5f00,1
2072,small[2760 x=7480],small[2760 x=7480],07,e6,5e,5d00,1
2073,small[2760 x=7280],small[2760 x=7280],07,e6,5e,5b00,1
2074,small[2760 x=7080],small[2760 x=7080],07,e6,5e,5900,1
2075,small[2760 x=6e80],small[2760 x=6e80],07,e6,5e,5700,1
2076,small[2760 x=6c80],small[2760 x=6c80],07,e6,5e,5500,1
2077,small[2760 x=6a80],small[2760 x=6a80],07,e6,5e,5300,1
2078,small[2760 x=6880],small[2760 x=6880],07,e6,5e,5100,1
2079,small[2760 x=6680],small[2760 x=6680],07,e6,5e,4f00,1
2080,small[2760 x=6480],small[2760 x=6480],07,e6,5e,4d00,1
2081,small[2760 x=6280],small[2760 x=6280],07,e6,5e,4b00,1
2082,small[2760 x=6080],small[2760 x=6080],07,e6,5e,4900,1
2083,small[2760 x=5e80],small[2760 x=5e80],07,e6,5e,4700,1
2084,small[2760 x=5c80],small[2760 x=5c80],07,e6,5e,4500,1
2085,small[2760 x=5a80],small[2760 x=5a80],07,e6,5e,4300,1
2086,small[2760 x=5880],small[2760 x=5880],07,e6,5e,4100,1
2087,small[2760 x=5680],small[2760 x=5680],07,e6,5e,3f00,1
2088,small[2760 x=5480],small[2760 x=5480],07,e6,5e,3d00,1
2089,small[2760 x=5280],small[2760 x=5280],07,e6,5e,3b00,1
2090,small[2760 x=5080],small[2760 x=5080],07,e6,5e,3900,1
2091,small[2760 x=4e80],small[2760 x=4e80],07,e6,5e,3700,1
2092,small[2760 x=4c80],small[2760 x=4c80],07,e6,5e,3500,1
2093,small[2760 x=4a80],small[2760 x=4a80],07,e6,5e,3300,1
2094,small[2760 x=4880],small[2760 x=4880],07,e6,5e,3100,1
2095,small[2760 x=4680],small[2760 x=4680],07,e6,5e,2f00,1
2096,small[2760 x=4480],small[2760 x=4480],07,e6,5e,2d00,1
2097,small[2760 x=4280],small[2760 x=4280],07,e6,5e,2b00,1
2098,small[2760 x=4080],small[2760 x=4080],07,e6,5e,2900,1
2099,small[2760 x=3e80],small[2760 x=3e80],07,e6,5e,2700,1
2100,small[2760 x=3c80],small[2760 x=3c80],07,e6,5e,2500,1
2101,small[2760 x=3a80],small[2760 x=3a80],07,e6,5e,2300,1
2102,small[2760 x=3880],small[2760 x=3880],07,e6,5e,2100,1
2103,small[2760 x=3680],small[2760 x=3680],07,e6,5e,1f00,1
2104,small[2760 x=3480],small[2760 x=3480],07,e6,5e,1d00,1
2105,small[2760 x=3280],small[2760 x=3280],07,e6,5e,1b00,1
2106,small[2760 x=3080],small[2760 x=3080],07,e6,5e,1900,1
2107,small[2760 x=2e80],small[2760 x=2e80],07,e6,5e,1700,1
2108,small[2760 x=2c80],small[2760 x=2c80],07,e6,5e,1500,1
2109,small[2760 x=2a80],small[2760 x=2a80],07,e6,5e,1300,1
2110,small[2760 x=2880],small[2760 x=2880],07,e6,5e,1100,1
2111,small[2760 x=2680],small[2760 x=2680],07,e6,5e,0f00,1
2112,small[2760 x=2480],small[2760 x=2480],07,e6,5e,0d00,1
2113,small[2760 x=2280],small[2760 x=2280],07,e6,5e,0b00,1
2114,small[2760 x=2080],small[2760 x=2080],07,e6,5e,0900,1
2115,small[2760 x=1e80],small[2760 x=1e80],07,e6,5e,0700,1
2116,small[2760 x=1c80],small[2760 x=1c80],07,e6,5e,0500,1
2117,small[2760 x=1a80],small[2760 x=1a80],07,e6,5e,0300,1
2118,small[2760 x=1880],small[2760 x=1880],07,e6,5e,0100,1
2119,large[26d0 x=fd80] small[2760 x=1680],large[26d0 x=fd80] small[2760 x=1680],08,1b,5e,1b00,1
2120,large[26d0 x=fb80] small[2760 x=1480],large[26d0 x=fb80] small[2760 x=1480],08,1b,5e,1900,1
2121,large[26d0 x=f980] small[2760 x=1280],large[26d0 x=f980] small[2760 x=1280],08,1b,5e,1700,1
2122,large[26d0 x=f780] small[2760 x=1080],large[26d0 x=f780] small[2760 x=1080],08,1b,5e,1500,1
2123,large[26d0 x=f580] small[2760 x=0e80],large[26d0 x=f580] small[2760 x=0e80],08,1b,5e,1300,1
2124,large[26d0 x=f380] small[2760 x=0c80],large[26d0 x=f380] small[2760 x=0c80],08,1b,5e,1100,1
2125,large[26d0 x=f180] small[2760 x=0a80],large[26d0 x=f180] small[2760 x=0a80],08,1b,5e,0f00,1
2126,large[26d0 x=ef80] small[2760 x=0880],large[26d0 x=ef80] small[2760 x=0880],08,1b,5e,0d00,1
2127,large[26d0 x=ed80] small[2760 x=0680],large[26d0 x=ed80] small[2760 x=0680],08,1b,5e,0b00,1
2128,large[26d0 x=eb80] small[2760 x=0480],large[26d0 x=eb80] small[2760 x=0480],08,1b,5e,0900,1
2129,large[26d0 x=e980] small[2760 x=0280],large[26d0 x=e980] small[2760 x=0280],08,1b,5e,0700,1
2130,large[26d0 x=e780] small[2760 x=0080],large[26d0 x=e780] small[2760 x=0080],08,1b,5e,0500,1
2131,large[26d0 x=e580],large[26d0 x=e580],08,1b,5e,0300,1
2132,large[26d0 x=e380],large[26d0 x=e380],08,1b,5e,0100,1
2133,large[26d0 x=e180] large[2700 x=fd80],large[26d0 x=e180] large[2700 x=fd80],09,ee,5e,ee00,1
2134,large[26d0 x=df80] large[2700 x=fb80],large[26d0 x=df80] large[2700 x=fb80],09,ee,5e,ec00,1
2135,large[26d0 x=dd80] large[2700 x=f980],large[26d0 x=dd80] large[2700 x=f980],09,ee,5e,ea00,1
2136,large[26d0 x=db80] large[2700 x=f780],large[26d0 x=db80] large[2700 x=f780],09,ee,5e,e800,1
2137,large[26d0 x=d980] large[2700 x=f580],large[26d0 x=d980] large[2700 x=f580],09,ee,5e,e600,1
2138,large[26d0 x=d780] large[2700 x=f380],large[26d0 x=d780] large[2700 x=f380],09,ee,5e,e400,1
2139,large[26d0 x=d580] large[2700 x=f180],large[26d0 x=d580] large[2700 x=f180],09,ee,5e,e200,1
2140,large[26d0 x=d380] large[2700 x=ef80],large[26d0 x=d380] large[2700 x=ef80],09,ee,5e,e000,1
2141,large[26d0 x=d180] large[2700 x=ed80],large[26d0 x=d180] large[2700 x=ed80],09,ee,5e,de00,1
2142,large[26d0 x=cf80] large[2700 x=eb80],large[26d0 x=cf80] large[2700 x=eb80],09,ee,5e,dc00,1
2143,large[26d0 x=cd80] large[2700 x=e980],large[26d0 x=cd80] large[2700 x=e980],09,ee,5e,da00,1
2144,large[26d0 x=cb80] large[2700 x=e780],large[26d0 x=cb80] large[2700 x=e780],09,ee,5e,d800,1
2145,large[26d0 x=c980] large[2700 x=e580],large[26d0 x=c980] large[2700 x=e580],09,ee,5e,d600,1
2146,large[26d0 x=c780] large[2700 x=e380],large[26d0 x=c780] large[2700 x=e380],09,ee,5e,d400,1
2147,large[26d0 x=c580] large[2700 x=e180],large[26d0 x=c580] large[2700 x=e180],09,ee,5e,d200,1
2148,large[26d0 x=c380] large[2700 x=df80],large[26d0 x=c380] large[2700 x=df80],09,ee,5e,d000,1
2149,large[26d0 x=c180] large[2700 x=dd80],large[26d0 x=c180] large[2700 x=dd80],09,ee,5e,ce00,1
2150,large[26d0 x=bf80] large[2700 x=db80],large[26d0 x=bf80] large[2700 x=db80],09,ee,5e,cc00,1
2151,large[26d0 x=bd80] large[2700 x=d980],large[26d0 x=bd80] large[2700 x=d980],09,ee,5e,ca00,1
2152,large[26d0 x=bb80] large[2700 x=d780],large[26d0 x=bb80] large[2700 x=d780],09,ee,5e,c800,1
2153,large[26d0 x=b980] large[2700 x=d580],large[26d0 x=b980] large[2700 x=d580],09,ee,5e,c600,1
2154,large[26d0 x=b780] large[2700 x=d380],large[26d0 x=b780] large[2700 x=d380],09,ee,5e,c400,1
2155,large[26d0 x=b580] large[2700 x=d180],large[26d0 x=b580] large[2700 x=d180],09,ee,5e,c200,1
2156,large[26d0 x=b380] large[2700 x=cf80],large[26d0 x=b380] large[2700 x=cf80],09,ee,5e,c000,1
2157,large[26d0 x=b180] large[2700 x=cd80],large[26d0 x=b180] large[2700 x=cd80],09,ee,5e,be00,1
2158,large[26d0 x=af80] large[2700 x=cb80],large[26d0 x=af80] large[2700 x=cb80],09,ee,5e,bc00,1
2159,large[26d0 x=ad80] large[2700 x=c980],large[26d0 x=ad80] large[2700 x=c980],09,ee,5e,ba00,1
2160,large[26d0 x=ab80] large[2700 x=c780],large[26d0 x=ab80] large[2700 x=c780],09,ee,5e,b800,1
2161,large[26d0 x=a980] large[2700 x=c580],large[26d0 x=a980] large[2700 x=c580],09,ee,5e,b600,1
2162,large[26d0 x=a780] large[2700 x=c380],large[26d0 x=a780] large[2700 x=c380],09,ee,5e,b400,1
2163,large[26d0 x=a580] large[2700 x=c180],large[26d0 x=a580] large[2700 x=c180],09,ee,5e,b200,1
2164,large[26d0 x=a380] large[2700 x=bf80],large[26d0 x=a380] large[2700 x=bf80],09,ee,5e,b000,1
2165,large[26d0 x=a180] large[2700 x=bd80],large[26d0 x=a180] large[2700 x=bd80],09,ee,5e,ae00,1
2166,large[26d0 x=9f80] large[2700 x=bb80],large[26d0 x=9f80] large[2700 x=bb80],09,ee,5e,ac00,1
2167,large[26d0 x=9d80] large[2700 x=b980],large[26d0 x=9d80] large[2700 x=b980],09,ee,5e,aa00,1
2168,large[26d0 x=9b80] large[2700 x=b780],large[26d0 x=9b80] large[2700 x=b780],09,ee,5e,a800,1
2169,large[26d0 x=9980] large[2700 x=b580],large[26d0 x=9980] large[2700 x=b580],09,ee,5e,a600,1
2170,large[26d0 x=9780] large[2700 x=b380],large[26d0 x=9780] large[2700 x=b380],09,ee,5e,a400,1
2171,large[26d0 x=9580] large[2700 x=b180],large[26d0 x=9580] large[2700 x=b180],09,ee,5e,a200,1
2172,large[26d0 x=9380] large[2700 x=af80],large[26d0 x=9380] large[2700 x=af80],09,ee,5e,a000,1
2173,large[26d0 x=9180] large[2700 x=ad80],large[26d0 x=9180] large[2700 x=ad80],09,ee,5e,9e00,1
2174,large[26d0 x=8f80] large[2700 x=ab80],large[26d0 x=8f80] large[2700 x=ab80],09,ee,5e,9c00,1
2175,large[26d0 x=8d80] large[2700 x=a980],large[26d0 x=8d80] large[2700 x=a980],09,ee,5e,9a00,1
2176,large[26d0 x=8d00] large[2700 x=a900],large[26d0 x=8d00] large[2700 x=a900],09,ee,5e,9980,1
2177,large[26d0 x=8c80] large[2700 x=a880],large[26d0 x=8c80] large[2700 x=a880],09,ee,5e,9900,1
2178,large[26d0 x=8c00] large[2700 x=a800],large[26d0 x=8c00] large[2700 x=a800],09,ee,5e,9880,1
2179,large[26d0 x=8b80] large[2700 x=a780],large[26d0 x=8b80] large[2700 x=a780],09,ee,5e,9800,1
2180,large[26d0 x=8b00] large[2700 x=a700],large[26d0 x=8b00] large[2700 x=a700],09,ee,5e,9780,1
2181,large[26d0 x=8a80] large[2700 x=a680],large[26d0 x=8a80] large[2700 x=a680],09,ee,5e,9700,1
2182,large[26d0 x=8a00] large[2700 x=a600],large[26d0 x=8a00] large[2700 x=a600],09,ee,5e,9680,1
2183,large[26d0 x=8980] large[2700 x=a580],large[26d0 x=8980] large[2700 x=a580],09,ee,5e,9600,1
2184,large[26d0 x=8900] large[2700 x=a500],large[26d0 x=8900] large[2700 x=a500],09,ee,5e,9580,1
2185,large[26d0 x=8880] large[2700 x=a480],large[26d0 x=8880] large[2700 x=a480],09,ee,5e,9500,1
2186,large[26d0 x=8800] large[2700 x=a400],large[26d0 x=8800] large[2700 x=a400],09,ee,5e,9480,1
2187,large[26d0 x=8780] large[2700 x=a380],large[26d0 x=8780] large[2700 x=a380],09,ee,5e,9400,1
2188,large[26d0 x=8700] large[2700 x=a300],large[26d0 x=8700] large[2700 x=a300],09,ee,5e,9380,1
2189,large[26d0 x=8680] large[2700 x=a280],large[26d0 x=8680] large[2700 x=a280],09,ee,5e,9300,1
2190,large[26d0 x=8600] large[2700 x=a200],large[26d0 x=8600] large[2700 x=a200],09,ee,5e,9280,1
2191,large[26d0 x=8580] large[2700 x=a180],large[26d0 x=8580] large[2700 x=a180],09,ee,5e,9200,1
2192,large[26d0 x=8500] large[2700 x=a100],large[26d0 x=8500] large[2700 x=a100],09,ee,5e,9180,1
2193,large[26d0 x=8480] large[2700 x=a080],large[26d0 x=8480] large[2700 x=a080],09,ee,5e,9100,1
2194,large[26d0 x=8400] large[2700 x=a000],large[26d0 x=8400] large[2700 x=a000],09,ee,5e,9080,1
2195,large[26d0 x=8380] large[2700 x=9f80],large[26d0 x=8380] large[2700 x=9f80],09,ee,5e,9000,1
2196,large[26d0 x=8300] large[2700 x=9f00],large[26d0 x=8300] large[2700 x=9f00],09,ee,5e,8f80,1
2197,large[26d0 x=8280] large[2700 x=9e80],large[26d0 x=8280] large[2700 x=9e80],09,ee,5e,8f00,1
2198,large[26d0 x=8200] large[2700 x=9e00],large[26d0 x=8200] large[2700 x=9e00],09,ee,5e,8e80,1
2199,large[26d0 x=8180] large[2700 x=9d80],large[26d0 x=8180] large[2700 x=9d80],09,ee,5e,8e00,1
2200,large[26d0 x=8100] large[2700 x=9d00],large[26d0 x=8100] large[2700 x=9d00],09,ee,5e,8d80,1
2201,large[26d0 x=8080] large[2700 x=9c80],large[26d0 x=8080] large[2700 x=9c80],09,ee,5e,8d00,1
2202,large[26d0 x=8000] large[2700 x=9c00],large[26d0 x=8000] large[2700 x=9c00],09,ee,5e,8c80,1
2203,large[26d0 x=7f80] large[2700 x=9b80],large[26d0 x=7f80] large[2700 x=9b80],09,ee,5e,8c00,1
2204,large[26d0 x=7f00] large[2700 x=9b00],large[26d0 x=7f00] large[2700 x=9b00],09,ee,5e,8b80,1
2205,large[26d0 x=7e80] large[2700 x=9a80],large[26d0 x=7e80] large[2700 x=9a80],09,ee,5e,8b00,1
2206,large[26d0 x=7e00] large[2700 x=9a00],large[26d0 x=7e00] large[2700 x=9a00],09,ee,5e,8a80,1
2207,large[26d0 x=7d80] large[2700 x=9980],large[26d0 x=7d80] large[2700 x=9980],09,ee,5e,8a00,1
2208,large[26d0 x=7d00] large[2700 x=9900],large[26d0 x=7d00] large[2700 x=9900],09,ee,5e,8980,1
2209,large[26d0 x=7c80] large[2700 x=9880],large[26d0 x=7c80] large[2700 x=9880],09,ee,5e,8900,1
2210,large[26d0 x=7c00] large[2700 x=9800],large[26d0 x=7c00] large[2700 x=9800],09,ee,5e,8880,1
2211,large[26d0 x=7b80] large[2700 x=9780],large[26d0 x=7b80] large[2700 x=9780],09,ee,5e,8800,1
2212,large[26d0 x=7b00] large[2700 x=9700],large[26d0 x=7b00] large[2700 x=9700],09,ee,5e,8780,1
2213,large[26d0 x=7a80] large[2700 x=9680],large[26d0 x=7a80] large[2700 x=9680],09,ee,5e,8700,1
2214,large[26d0 x=7a00] large[2700 x=9600],large[26d0 x=7a00] large[2700 x=9600],09,ee,5e,8680,1
2215,large[26d0 x=7980] large[2700 x=9580],large[26d0 x=7980] large[2700 x=9580],09,ee,5e,8600,1
2216,large[26d0 x=7900] large[2700 x=9500],large[26d0 x=7900] large[2700 x=9500],09,ee,5e,8580,1
2217,large[26d0 x=7880] large[2700 x=9480],large[26d0 x=7880] large[2700 x=9480],09,ee,5e,8500,1
2218,large[26d0 x=7800] large[2700 x=9400],large[26d0 x=7800] large[2700 x=9400],09,ee,5e,8480,1
2219,large[26d0 x=7780] large[2700 x=9380],large[26d0 x=7780] large[2700 x=9380],09,ee,5e,8400,1
2220,large[26d0 x=7700] large[2700 x=9300],large[26d0 x=7700] large[2700 x=9300],09,ee,5e,8380,1
2221,large[26d0 x=7680] large[2700 x=9280],large[26d0 x=7680] large[2700 x=9280],09,ee,5e,8300,1
2222,large[26d0 x=7600] large[2700 x=9200],large[26d0 x=7600] large[2700 x=9200],09,ee,5e,8280,1
2223,large[26d0 x=7580] large[2700 x=9180],large[26d0 x=7580] large[2700 x=9180],09,ee,5e,8200,1
2224,large[26d0 x=7500] large[2700 x=9100],large[26d0 x=7500] large[2700 x=9100],09,ee,5e,8180,1
2225,large[26d0 x=7480] large[2700 x=9080],large[26d0 x=7480] large[2700 x=9080],09,ee,5e,8100,1
2226,large[26d0 x=7400] large[2700 x=9000],large[26d0 x=7400] large[2700 x=9000],09,ee,5e,8080,1
2227,large[26d0 x=7380] large[2700 x=8f80],large[26d0 x=7380] large[2700 x=8f80],09,ee,5e,8000,1
2228,large[26d0 x=7300] large[2700 x=8f00],large[26d0 x=7300] large[2700 x=8f00],09,ee,5e,7f80,1
2229,large[26d0 x=7280] large[2700 x=8e80],large[26d0 x=7280] large[2700 x=8e80],09,ee,5e,7f00,1
2230,large[26d0 x=7200] large[2700 x=8e00],large[26d0 x=7200] large[2700 x=8e00],09,ee,5e,7e80,1
2231,large[26d0 x=7180] large[2700 x=8d80],large[26d0 x=7180] large[2700 x=8d80],09,ee,5e,7e00,1
2232,large[26d0 x=7100] large[2700 x=8d00],large[26d0 x=7100] large[2700 x=8d00],09,ee,5e,7d80,1
2233,large[26d0 x=7080] large[2700 x=8c80],large[26d0 x=7080] large[2700 x=8c80],09,ee,5e,7d00,1
2234,large[26d0 x=7000] large[2700 x=8c00],large[26d0 x=7000] large[2700 x=8c00],09,ee,5e,7c80,1
2235,large[26d0 x=70b0] large[2700 x=8cb0],large[26d0 x=70b0] large[2700 x=8cb0],09,ee,5e,7d30,1
